Experiment: 2026-02-11_SUN4-mNG_RTqPCR_ADH1only_p2_BK  Selected Filter: SYBR Green I / HRM Dye (483-533)
Include	Color	Pos	Name	Cp	Concentration	Standard	Status
True	255	O11	Sample 347	16.96		0	
True	255	O12	Sample 348	28.39		0	
True	255	O13	Sample 349	15.97		0	
True	255	O14	Sample 350	17.34		0	
True	255	O15	Sample 351	14.00		0	
True	255	O16	Sample 352	12.81		0	
True	255	O17	Sample 353	16.75		0	
True	255	O18	Sample 354	28.77		0	
True	65280	O19	Sample 355			0	
True	65280	O20	Sample 356			0	
True	65280	O21	Sample 357			0	
True	65280	O22	Sample 358			0	
True	65280	O23	Sample 359			0	
True	65280	O24	Sample 360			0	
True	255	P1	Sample 361	16.76		0	
True	255	P2	Sample 362	17.78		0	
True	255	P3	Sample 363	15.32		0	
True	255	P4	Sample 364	13.50		0	
True	255	P5	Sample 365	17.37		0	
True	65280	P6	Sample 366			0	
True	255	P7	Sample 367	16.52		0	
True	255	P8	Sample 368	17.70		0	
True	255	P9	Sample 369	14.82		0	
True	255	P10	Sample 370	13.60		0	
True	255	P11	Sample 371	17.30		0	
True	255	P12	Sample 372	31.83		0	
True	255	P13	Sample 373	16.80		0	
True	255	P14	Sample 374	17.29		0	
True	255	P15	Sample 375	14.94		0	
True	255	P16	Sample 376	13.96		0	
True	255	P17	Sample 377	17.53		0	
True	65280	P18	Sample 378			0	
True	65280	P19	Sample 379			0	
True	65280	P20	Sample 380			0	
True	65280	P21	Sample 381			0	
True	65280	P22	Sample 382			0	
True	65280	P23	Sample 383			0	
True	65280	P24	Sample 384			0	
