Experiment: 2026-02-11_SUN4-mNG_RTqPCR_ADH1only_p1_BK  Selected Filter: SYBR Green I / HRM Dye (483-533)
Include	Color	Pos	Name	Cp	Concentration	Standard	Status
True	255	D3	Sample 75	13.89		0	
True	255	D4	Sample 76	12.37		0	
True	255	D5	Sample 77	15.89		0	
True	255	D6	Sample 78	16.45		0	
True	255	D7	Sample 79	14.99		0	
True	255	D8	Sample 80	16.48		0	
True	255	D9	Sample 81	13.48		0	
True	255	D10	Sample 82	11.91		0	
True	255	D11	Sample 83	15.67		0	
True	255	D12	Sample 84	15.84		0	
True	255	D13	Sample 85	14.91		0	
True	255	D14	Sample 86	15.73		0	
True	255	D15	Sample 87	13.48		0	
True	255	D16	Sample 88	11.95		0	
True	255	D17	Sample 89	16.23		0	
True	255	D18	Sample 90	15.89		0	
True	65280	D19	Sample 91			0	
True	65280	D20	Sample 92			0	
True	255	D21	Sample 93	32.89		0	
True	65280	D22	Sample 94			0	
True	65280	D23	Sample 95			0	
True	65280	D24	Sample 96			0	
True	255	E1	Sample 97	16.45		0	
True	255	E2	Sample 98	16.73		0	
True	255	E3	Sample 99	14.86		0	
True	255	E4	Sample 100	12.93		0	
True	255	E5	Sample 101	16.97		0	
True	255	E6	Sample 102	16.90		0	
True	255	E7	Sample 103	15.96		0	
True	255	E8	Sample 104	17.33		0	
True	255	E9	Sample 105	14.30		0	
True	255	E10	Sample 106	13.36		0	
True	255	E11	Sample 107	16.56		0	
True	255	E12	Sample 108	17.46		0	
True	255	E13	Sample 109	15.99		0	
True	255	E14	Sample 110	16.70		0	
True	255	E15	Sample 111	14.30		0	
True	255	E16	Sample 112	12.74		0	
True	255	E17	Sample 113	17.38		0	
True	255	E18	Sample 114	16.94		0	
True	65280	E19	Sample 115			0	
True	65280	E20	Sample 116			0	
True	65280	E21	Sample 117			0	
True	255	E22	Sample 118	32.86		0	
True	65280	E23	Sample 119			0	
True	65280	E24	Sample 120			0	
True	255	F1	Sample 121	15.94		0	
True	255	F2	Sample 122	15.71		0	
True	255	F3	Sample 123	14.36		0	
True	255	F4	Sample 124	12.55		0	
True	255	F5	Sample 125	16.65		0	
True	255	F6	Sample 126	16.94		0	
True	255	F7	Sample 127	15.68		0	
True	255	F8	Sample 128	16.79		0	
True	255	F9	Sample 129	14.35		0	
True	255	F10	Sample 130	12.75		0	
True	255	F11	Sample 131	16.43		0	
True	255	F12	Sample 132	16.73		0	
True	255	F13	Sample 133	15.73		0	
True	255	F14	Sample 134	16.86		0	
True	255	F15	Sample 135	13.74		0	
True	255	F16	Sample 136	12.41		0	
True	255	F17	Sample 137	16.58		0	
True	255	F18	Sample 138	16.46		0	
True	65280	F19	Sample 139			0	
True	65280	F20	Sample 140			0	
True	65280	F21	Sample 141			0	
True	65280	F22	Sample 142			0	
True	65280	F23	Sample 143			0	
True	65280	F24	Sample 144			0	
True	255	G1	Sample 145	15.28		0	
True	255	G2	Sample 146	15.53		0	
True	255	G3	Sample 147	13.51		0	
True	255	G4	Sample 148	11.90		0	
True	255	G5	Sample 149	15.66		0	
True	255	G6	Sample 150	15.88		0	
True	255	G7	Sample 151	14.78		0	
True	255	G8	Sample 152	15.42		0	
True	255	G9	Sample 153	13.52		0	
True	255	G10	Sample 154	12.17		0	
True	255	G11	Sample 155	15.64		0	
True	255	G12	Sample 156	15.46		0	
True	255	G13	Sample 157	14.53		0	
True	255	G14	Sample 158	15.99		0	
True	255	G15	Sample 159	12.87		0	
True	255	G16	Sample 160	11.74		0	
True	255	G17	Sample 161	15.73		0	
True	255	G18	Sample 162	14.83		0	
True	65280	G19	Sample 163			0	
True	255	G20	Sample 164	36.76		0	
True	65280	G21	Sample 165			0	
True	65280	G22	Sample 166			0	
True	65280	G23	Sample 167			0	
True	65280	G24	Sample 168			0	
True	255	H1	Sample 169	14.93		0	
True	255	H2	Sample 170	15.94		0	
True	255	H3	Sample 171	13.77		0	
True	255	H4	Sample 172	12.60		0	
True	255	H5	Sample 173	16.37		0	
True	255	H6	Sample 174	15.81		0	
True	255	H7	Sample 175	15.48		0	
True	255	H8	Sample 176	15.59		0	
True	255	H9	Sample 177	14.49		0	
True	255	H10	Sample 178	12.58		0	
True	255	H11	Sample 179	15.71		0	
True	255	H12	Sample 180	15.59		0	
True	255	H13	Sample 181	14.71		0	
True	255	H14	Sample 182	16.65		0	
True	255	H15	Sample 183	13.49		0	
True	255	H16	Sample 184	12.26		0	
True	255	H17	Sample 185	15.82		0	
True	255	H18	Sample 186	15.57		0	
True	65280	H19	Sample 187			0	
True	65280	H20	Sample 188			0	
True	65280	H21	Sample 189			0	
True	65280	H22	Sample 190			0	
True	65280	H23	Sample 191			0	
True	65280	H24	Sample 192			0	
True	255	I1	Sample 193	15.89		0	
True	255	I2	Sample 194	15.79		0	
True	255	I3	Sample 195	14.54		0	
True	255	I4	Sample 196	12.38		0	
True	255	I5	Sample 197	15.66		0	
True	255	I6	Sample 198	16.33		0	
True	255	I7	Sample 199	15.61		0	
True	255	I8	Sample 200	15.62		0	
True	255	I9	Sample 201	14.29		0	
True	255	I10	Sample 202	11.83		0	
True	255	I11	Sample 203	16.32		0	
True	255	I12	Sample 204	15.80		0	
True	255	I13	Sample 205	15.75		0	
True	255	I14	Sample 206	15.81		0	
True	255	I15	Sample 207	14.29		0	
True	255	I16	Sample 208	12.33		0	
True	255	I17	Sample 209	15.38		0	
True	255	I18	Sample 210	16.29		0	
True	65280	I19	Sample 211			0	
True	65280	I20	Sample 212			0	
True	65280	I21	Sample 213			0	
True	65280	I22	Sample 214			0	
True	65280	I23	Sample 215			0	
True	65280	I24	Sample 216			0	
True	255	J1	Sample 217	17.46		0	
True	255	J2	Sample 218	15.63		0	
True	255	J3	Sample 219	13.57		0	
True	255	J4	Sample 220	12.33		0	
True	255	J5	Sample 221	15.63		0	
True	255	J6	Sample 222	16.36		0	
True	255	J7	Sample 223	15.33		0	
True	255	J8	Sample 224	15.41		0	
True	255	J9	Sample 225	13.48		0	
True	255	J10	Sample 226	11.68		0	
True	255	J11	Sample 227	15.61		0	
True	255	J12	Sample 228	15.94		0	
True	255	J13	Sample 229	14.73		0	
True	255	J14	Sample 230	15.94		0	
True	255	J15	Sample 231	13.63		0	
True	255	J16	Sample 232	12.80		0	
True	255	J17	Sample 233	14.99		0	
True	255	J18	Sample 234	16.35		0	
True	65280	J19	Sample 235			0	
True	65280	J20	Sample 236			0	
True	65280	J21	Sample 237			0	
True	65280	J22	Sample 238			0	
True	65280	J23	Sample 239			0	
True	65280	J24	Sample 240			0	
True	255	K1	Sample 241	16.61		0	
True	255	K2	Sample 242	16.91		0	
True	255	K3	Sample 243	13.82		0	
True	255	K4	Sample 244	12.47		0	
True	255	K5	Sample 245	15.56		0	
True	255	K6	Sample 246	16.52		0	
True	255	K7	Sample 247	15.40		0	
True	255	K8	Sample 248	15.73		0	
True	255	K9	Sample 249	13.91		0	
True	255	K10	Sample 250	12.54		0	
True	255	K11	Sample 251	15.46		0	
True	255	K12	Sample 252	15.99		0	
True	255	K13	Sample 253	15.60		0	
True	255	K14	Sample 254	16.61		0	
True	255	K15	Sample 255	13.78		0	
True	255	K16	Sample 256	12.45		0	
True	255	K17	Sample 257	15.85		0	
True	255	K18	Sample 258	16.55		0	
True	65280	K19	Sample 259			0	
True	65280	K20	Sample 260			0	
True	65280	K21	Sample 261			0	
True	65280	K22	Sample 262			0	
True	65280	K23	Sample 263			0	
True	65280	K24	Sample 264			0	
True	255	L1	Sample 265	16.86		0	
True	255	L2	Sample 266	16.39		0	
True	255	L3	Sample 267	14.43		0	
True	255	L4	Sample 268	12.44		0	
True	255	L5	Sample 269	15.95		0	
True	255	L6	Sample 270	16.58		0	
True	255	L7	Sample 271	15.64		0	
True	255	L8	Sample 272	16.90		0	
True	255	L9	Sample 273	13.74		0	
True	255	L10	Sample 274	12.72		0	
True	255	L11	Sample 275	16.42		0	
True	255	L12	Sample 276	16.69		0	
True	255	L13	Sample 277	15.64		0	
True	255	L14	Sample 278	16.41		0	
True	255	L15	Sample 279	13.82		0	
True	255	L16	Sample 280	12.74		0	
True	255	L17	Sample 281	15.69		0	
True	255	L18	Sample 282	16.40		0	
True	65280	L19	Sample 283			0	
True	65280	L20	Sample 284			0	
True	65280	L21	Sample 285			0	
True	65280	L22	Sample 286			0	
True	65280	L23	Sample 287			0	
True	65280	L24	Sample 288			0	
True	255	M1	Sample 289	15.89		0	
True	255	M2	Sample 290	15.72		0	
True	255	M3	Sample 291	13.90		0	
True	255	M4	Sample 292	12.35		0	
True	255	M5	Sample 293	15.52		0	
True	255	M6	Sample 294	16.37		0	
True	255	M7	Sample 295	15.42		0	
True	255	M8	Sample 296	15.97		0	
True	255	M9	Sample 297	13.73		0	
True	255	M10	Sample 298	12.47		0	
True	255	M11	Sample 299	15.70		0	
True	255	M12	Sample 300	16.48		0	
True	255	M13	Sample 301	15.46		0	
True	255	M14	Sample 302	15.50		0	
True	255	M15	Sample 303	13.76		0	
True	255	M16	Sample 304	12.38		0	
True	255	M17	Sample 305	15.96		0	
True	255	M18	Sample 306	16.30		0	
True	65280	M19	Sample 307			0	
True	65280	M20	Sample 308			0	
True	65280	M21	Sample 309			0	
True	65280	M22	Sample 310			0	
True	65280	M23	Sample 311			0	
True	65280	M24	Sample 312			0	
True	255	N1	Sample 313	15.77		0	
True	255	N2	Sample 314	16.74		0	
True	255	N3	Sample 315	14.33		0	
True	255	N4	Sample 316	12.77		0	
True	255	N5	Sample 317	16.32		0	
True	255	N6	Sample 318	16.59		0	
True	255	N7	Sample 319	15.47		0	
True	255	N8	Sample 320	15.57		0	
True	255	N9	Sample 321	14.23		0	
True	255	N10	Sample 322	13.77		0	
True	255	N11	Sample 323	15.38		0	
True	255	N12	Sample 324	16.68		0	
True	255	N13	Sample 325	15.54		0	
True	255	N14	Sample 326	15.63		0	
True	255	N15	Sample 327	13.74		0	
True	255	N16	Sample 328	12.71		0	
True	255	N17	Sample 329	15.72		0	
True	255	N18	Sample 330	16.19		0	
True	65280	N19	Sample 331			0	
True	65280	N20	Sample 332			0	
True	65280	N21	Sample 333			0	
True	65280	N22	Sample 334			0	
True	65280	N23	Sample 335			0	
True	65280	N24	Sample 336			0	
True	255	O1	Sample 337	17.36		0	
True	255	O2	Sample 338	15.85		0	
True	255	O3	Sample 339	13.73		0	
True	255	O4	Sample 340	12.24		0	
True	255	O5	Sample 341	15.33		0	
True	255	O6	Sample 342	16.41		0	
True	255	O7	Sample 343	14.96		0	
True	255	O8	Sample 344	15.65		0	
True	255	O9	Sample 345	13.74		0	
True	255	O10	Sample 346	12.46		0	
True	255	O11	Sample 347	15.36		0	
True	255	O12	Sample 348	16.32		0	
True	255	O13	Sample 349	15.42		0	
True	255	O14	Sample 350	15.64		0	
True	255	O15	Sample 351	13.81		0	
True	255	O16	Sample 352	11.93		0	
True	255	O17	Sample 353	15.60		0	
True	255	O18	Sample 354	16.41		0	
True	65280	O19	Sample 355			0	
True	65280	O20	Sample 356			0	
True	65280	O21	Sample 357			0	
True	65280	O22	Sample 358			0	
True	65280	O23	Sample 359			0	
True	255	O24	Sample 360	32.26		0	
True	255	P1	Sample 361	18.44		0	
True	255	P2	Sample 362	17.49		0	
True	255	P3	Sample 363	15.42		0	
True	255	P4	Sample 364	13.96		0	
True	255	P5	Sample 365	17.22		0	
True	255	P6	Sample 366	18.31		0	
True	255	P7	Sample 367	16.98		0	
True	255	P8	Sample 368	17.56		0	
True	255	P9	Sample 369	15.35		0	
True	255	P10	Sample 370	13.96		0	
True	255	P11	Sample 371	17.46		0	
True	255	P12	Sample 372	18.35		0	
True	255	P13	Sample 373	17.44		0	
True	255	P14	Sample 374	17.23		0	
True	255	P15	Sample 375	14.99		0	
True	255	P16	Sample 376	14.39		0	
True	255	P17	Sample 377	17.90		0	
True	255	P18	Sample 378	18.45		0	
True	65280	P19	Sample 379			0	
True	65280	P20	Sample 380			0	
True	65280	P21	Sample 381			0	
True	65280	P22	Sample 382			0	
True	65280	P23	Sample 383			0	
True	65280	P24	Sample 384			0	
