Experiment: 2026-01-28_SUN4-mNG_RTqPCR_replacedUTRs_p1_BK  Selected Filter: SYBR Green I / HRM Dye (483-533)
Include	Color	Pos	Name	Cp	Concentration	Standard	Status
True	65280	H20	Sample 188			0	
True	65280	H21	Sample 189			0	
True	65280	H22	Sample 190			0	
True	65280	H23	Sample 191			0	
True	65280	H24	Sample 192			0	
True	255	I1	Sample 193	15.83		0	
True	255	I2	Sample 194	17.63		0	
True	255	I3	Sample 195	15.31		0	
True	255	I4	Sample 196	13.40		0	
True	255	I5	Sample 197	16.87		0	
True	255	I6	Sample 198	17.68		0	
True	255	I7	Sample 199	16.39		0	
True	255	I8	Sample 200	17.42		0	
True	255	I9	Sample 201	14.99		0	
True	255	I10	Sample 202	13.76		0	
True	255	I11	Sample 203	16.82		0	
True	255	I12	Sample 204	17.74		0	
True	255	I13	Sample 205	16.91		0	
True	255	I14	Sample 206	18.38		0	
True	255	I15	Sample 207	15.44		0	
True	255	I16	Sample 208	13.97		0	
True	255	I17	Sample 209	15.99		0	
True	255	I18	Sample 210	16.69		0	
True	65280	I19	Sample 211			0	
True	255	I20	Sample 212	36.39		0	
True	65280	I21	Sample 213			0	
True	65280	I22	Sample 214			0	
True	65280	I23	Sample 215			0	
True	65280	I24	Sample 216			0	
True	255	J1	Sample 217	17.34		0	
True	255	J2	Sample 218	14.89		0	
True	255	J3	Sample 219	13.93		0	
True	255	J4	Sample 220	13.66		0	
True	255	J5	Sample 221	15.64		0	
True	255	J6	Sample 222	22.98		0	
True	255	J7	Sample 223	15.63		0	
True	255	J8	Sample 224	16.72		0	
True	255	J9	Sample 225	14.44		0	
True	255	J10	Sample 226	13.76		0	
True	255	J11	Sample 227	15.62		0	
True	255	J12	Sample 228	21.65		0	
True	255	J13	Sample 229	15.85		0	
True	255	J14	Sample 230	14.90		0	
True	255	J15	Sample 231	13.63		0	
True	255	J16	Sample 232	12.59		0	
True	255	J17	Sample 233	14.83		0	
True	255	J18	Sample 234	19.89		0	
True	65280	J19	Sample 235			0	
True	65280	J20	Sample 236			0	
True	65280	J21	Sample 237			0	
True	65280	J22	Sample 238			0	
True	65280	J23	Sample 239			0	
True	65280	J24	Sample 240			0	
True	255	K1	Sample 241	15.34		0	
True	255	K2	Sample 242	15.60		0	
True	255	K3	Sample 243	13.72		0	
True	255	K4	Sample 244	13.31		0	
True	255	K5	Sample 245	16.92		0	
True	255	K6	Sample 246	26.50		0	
True	255	K7	Sample 247	15.47		0	
True	255	K8	Sample 248	15.66		0	
True	255	K9	Sample 249	13.62		0	
True	255	K10	Sample 250	12.77		0	
True	255	K11	Sample 251	15.44		0	
True	65280	K12	Sample 252			0	
True	255	K13	Sample 253	16.75		0	
True	255	K14	Sample 254	15.58		0	
True	255	K15	Sample 255	13.76		0	
True	255	K16	Sample 256	12.73		0	
True	255	K17	Sample 257	15.59		0	
True	65280	K18	Sample 258			0	
True	65280	K19	Sample 259			0	
True	65280	K20	Sample 260			0	
True	65280	K21	Sample 261			0	
True	65280	K22	Sample 262			0	
True	65280	K23	Sample 263			0	
True	65280	K24	Sample 264			0	
True	255	L1	Sample 265	17.39		0	
True	255	L2	Sample 266	18.43		0	
True	255	L3	Sample 267	14.48		0	
True	255	L4	Sample 268	13.61		0	
True	255	L5	Sample 269	17.66		0	
True	255	L6	Sample 270	32.14		0	
True	255	L7	Sample 271	16.76		0	
True	255	L8	Sample 272	17.46		0	
True	255	L9	Sample 273	15.36		0	
True	255	L10	Sample 274	14.40		0	
True	255	L11	Sample 275	15.81		0	
True	255	L12	Sample 276	32.55		0	
True	255	L13	Sample 277	17.47		0	
True	255	L14	Sample 278	17.59		0	
True	255	L15	Sample 279	14.37		0	
True	255	L16	Sample 280	14.35		0	
True	255	L17	Sample 281	16.75		0	
True	65280	L18	Sample 282			0	
True	65280	L19	Sample 283			0	
True	65280	L20	Sample 284			0	
True	65280	L21	Sample 285			0	
True	65280	L22	Sample 286			0	
True	65280	L23	Sample 287			0	
True	255	L24	Sample 288	34.65		0	
True	255	M1	Sample 289	16.62		0	
True	255	M2	Sample 290	16.61		0	
True	255	M3	Sample 291	14.41		0	
True	255	M4	Sample 292	13.35		0	
True	255	M5	Sample 293	16.46		0	
True	255	M6	Sample 294	27.88		0	
True	255	M7	Sample 295	15.58		0	
True	255	M8	Sample 296	16.94		0	
True	255	M9	Sample 297	14.48		0	
True	255	M10	Sample 298	13.85		0	
True	255	M11	Sample 299	15.78		0	
True	255	M12	Sample 300	26.75		0	
True	255	M13	Sample 301	15.74		0	
True	255	M14	Sample 302	16.94		0	
True	255	M15	Sample 303	13.85		0	
True	255	M16	Sample 304	13.00		0	
True	255	M17	Sample 305	15.43		0	
True	65280	M18	Sample 306			0	
True	65280	M19	Sample 307			0	
True	65280	M20	Sample 308			0	
True	65280	M21	Sample 309			0	
True	65280	M22	Sample 310			0	
True	65280	M23	Sample 311			0	
True	65280	M24	Sample 312			0	
True	255	N1	Sample 313	15.52		0	
True	255	N2	Sample 314	16.68		0	
True	255	N3	Sample 315	13.69		0	
True	255	N4	Sample 316	13.71		0	
True	255	N5	Sample 317	15.91		0	
True	255	N6	Sample 318	25.99		0	
True	255	N7	Sample 319	14.89		0	
True	255	N8	Sample 320	15.79		0	
True	255	N9	Sample 321	14.64		0	
True	255	N10	Sample 322	13.35		0	
True	255	N11	Sample 323	15.44		0	
True	255	N12	Sample 324	30.94		0	
True	255	N13	Sample 325	15.00		0	
True	255	N14	Sample 326	15.88		0	
True	255	N15	Sample 327	13.65		0	
True	255	N16	Sample 328	13.80		0	
True	255	N17	Sample 329	16.38		0	
True	255	N18	Sample 330	26.14		0	
True	65280	N19	Sample 331			0	
True	65280	N20	Sample 332			0	
True	65280	N21	Sample 333			0	
True	255	N22	Sample 334	37.38		0	
True	65280	N23	Sample 335			0	
True	255	N24	Sample 336	29.45		0	
True	255	O1	Sample 337	15.59		0	
True	255	O2	Sample 338	16.95		0	
True	255	O3	Sample 339	13.75		0	
True	255	O4	Sample 340	13.73		0	
True	255	O5	Sample 341	15.67		0	
True	255	O6	Sample 342	25.74		0	
True	255	O7	Sample 343	15.58		0	
True	255	O8	Sample 344	14.97		0	
True	255	O9	Sample 345	14.46		0	
True	255	O10	Sample 346	12.90		0	
True	255	O11	Sample 347	16.66		0	
True	255	O12	Sample 348	25.62		0	
True	255	O13	Sample 349	15.65		0	
True	255	O14	Sample 350	15.54		0	
True	255	O15	Sample 351	13.68		0	
True	255	O16	Sample 352	13.67		0	
True	255	O17	Sample 353	16.47		0	
True	255	O18	Sample 354	25.97		0	
True	65280	O19	Sample 355			0	
True	65280	O20	Sample 356			0	
True	65280	O21	Sample 357			0	
True	65280	O22	Sample 358			0	
True	65280	O23	Sample 359			0	
True	65280	O24	Sample 360			0	
True	65280	P1	Sample 361			0	
True	255	P2	Sample 362	16.85		0	
True	255	P3	Sample 363	13.67		0	
True	255	P4	Sample 364	12.62		0	
True	255	P5	Sample 365	16.42		0	
True	65280	P6	Sample 366			0	
True	255	P7	Sample 367	16.37		0	
True	255	P8	Sample 368	16.51		0	
True	255	P9	Sample 369	13.61		0	
True	255	P10	Sample 370	13.77		0	
True	255	P11	Sample 371	15.60		0	
True	255	P12	Sample 372	22.96		0	
True	255	P13	Sample 373	14.89		0	
True	255	P14	Sample 374	15.65		0	
True	255	P15	Sample 375	13.67		0	
True	255	P16	Sample 376	12.84		0	
True	255	P17	Sample 377	15.60		0	
True	255	P18	Sample 378	25.62		0	
True	65280	P19	Sample 379			0	
True	65280	P20	Sample 380			0	
True	65280	P21	Sample 381			0	
True	65280	P22	Sample 382			0	
True	65280	P23	Sample 383			0	
True	65280	P24	Sample 384			0	
